team,Date,Time,Comp,Round,Day,Venue,Result,GF,GA,Opponent,Poss,Attendance,Captain,Formation,Referee,Match Report,Notes,Gls,Sh,SoT,SoT%,G/Sh,G/SoT,Dist,PK,SoTA,Saves,Save%,CS,PKA,PKsv,PKm,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,xG.x,xGA,FK,xG.y,npxG,npxG/Sh,G-xG,np:G-xG,PSxG,PSxG+/-,Cmp,Att,Cmp%,Thr,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,AvgDist,Recov,Won,Lost,Won%
Argentina,2021-07-03,22:00,Copa América,Quarter-finals,Sat,Neutral,W,3,0,ec Ecuador,46,"",Lionel Messi,4-3-3,Wilton Pereira Sampaio,Match Report,"",3,20,7,35.0,0.15,0.43,16.7,0,3,3,100.0,1,0,0,0,2,0,0,16,14,1,10,12,10,0,0,0,2.9,1,2,2.9,2.9,0.15,+0.1,+0.1,0.2,+0.2,5,12,41.7,1,53.3,41.7,6,2,33.3,0,14.5,61,18,14,56.3
Argentina,2021-07-06,22:00,Copa América,Semi-finals,Tue,Home,D,1 (3),1 (2),co Colombia,50,"",Lionel Messi,4-3-3,Jesús Valenzuela,Match Report,Argentina won on penalty kicks following extra time,1,13,3,23.1,0.08,0.33,15.4,0,4,3,75.0,0,0,0,0,4,0,0,23,25,0,4,7,9,0,0,0,1.5,0.7,2,1.5,1.5,0.13,-0.5,-0.5,0.6,-0.4,7,13,53.8,9,35.7,34.4,9,3,33.3,0,12.5,62,12,5,70.6
Argentina,2021-07-10,21:00,Copa América,Final,Sat,Neutral,W,1,0,br Brazil,40,"7,800",Lionel Messi,4-4-2,Esteban Ostojich,Match Report,"",1,6,2,33.3,0.17,0.50,18.2,0,4,4,100.0,1,0,0,0,5,0,0,22,24,0,2,17,15,0,0,0,0.9,1,0,0.9,0.9,0.16,+0.1,+0.1,0.8,+0.8,9,19,47.4,2,63.2,49.6,7,0,0.0,1,14.0,63,11,13,45.8
Argentina,2021-09-02,20:00,WCQ,WCQ — CONMEBOL (M),Thu,Away,W,3,1,ve Venezuela,73,"",Lionel Messi,4-4-2,Leodán González,Match Report,"",3,17,10,58.8,0.18,0.30,"",0,2,2,100.0,0,1,0,0,0,0,0,7,11,1,16,11,11,"","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Argentina,2021-09-05,16:00,WCQ,WCQ — CONMEBOL (M),Sun,Away,"",0,0,br Brazil,50,"",Lionel Messi,4-4-1-1,Jesús Valenzuela,Match Report,Match Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2021-09-09,20:30,WCQ,WCQ — CONMEBOL (M),Thu,Home,W,3,0,bo Bolivia,71,"",Lionel Messi,4-4-2,Kevin Ortega,Match Report,"",3,24,7,29.2,0.13,0.43,"",0,3,3,100.0,1,0,0,0,0,0,0,10,10,4,16,6,15,"","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Argentina,2021-10-07,20:00,WCQ,WCQ — CONMEBOL (M),Thu,Away,D,0,0,py Paraguay,70,"",Lionel Messi,4-2-3-1,Anderson Daronco,Match Report,"",0,14,8,57.1,0.00,0.00,"",0,3,3,100.0,1,0,0,0,0,0,0,9,19,2,19,11,7,"","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Argentina,2021-10-10,20:30,WCQ,WCQ — CONMEBOL (M),Sun,Home,W,3,0,uy Uruguay,62,"",Lionel Messi,4-2-3-1,Roberto Tobar,Match Report,"",3,23,10,43.5,0.13,0.30,"",0,6,6,100.0,1,0,0,0,0,0,0,10,5,2,17,6,8,"","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Argentina,2021-10-14,20:30,WCQ,WCQ — CONMEBOL (M),Thu,Home,W,1,0,pe Peru,68,"",Lionel Messi,4-3-3,Wilton Pereira Sampaio,Match Report,"",1,7,2,28.6,0.14,0.50,"",0,3,3,100.0,1,0,0,1,0,0,0,12,19,4,15,13,9,"","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Argentina,2021-11-12,20:00,WCQ,WCQ — CONMEBOL (M),Fri,Away,W,1,0,uy Uruguay,64,"",Ángel Di María,4-2-3-1,Alexis Herrera,Match Report,"",1,7,3,42.9,0.14,0.33,"",0,4,4,100.0,1,0,0,0,1,0,0,14,17,1,4,10,14,"","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Argentina,2021-11-16,20:30,WCQ,WCQ — CONMEBOL (M),Tue,Home,D,0,0,br Brazil,56,"",Lionel Messi,4-3-3,Andrés Cunha,Match Report,"",0,9,3,33.3,0.00,0.00,"",0,2,2,100.0,1,0,0,0,4,0,0,21,20,1,14,13,13,"","",0,,,"","","","","","","","","","","","","","","","","","","","","","",""
Argentina,2020-10-08,21:30,WCQ,WCQ — CONMEBOL (M),Thu,Home,W,1,0,ec Ecuador,58,"",Lionel Messi,4-3-2-1,Roberto Tobar,Match Report,"",1,8,2,25.0,0.00,0.00,"",1,0,0,"",1,0,0,0,2,0,0,14,19,0,12,16,10,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2020-10-13,16:00,WCQ,WCQ — CONMEBOL (M),Tue,Away,W,2,1,bo Bolivia,43,"",Lionel Messi,4-3-3,Diego Haro,Match Report,"",2,17,3,17.6,0.12,0.67,"",0,3,2,66.7,0,0,0,0,3,0,0,11,14,0,18,12,11,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2020-11-12,21:00,WCQ,WCQ — CONMEBOL (M),Thu,Home,D,1,1,py Paraguay,69,"",Lionel Messi,3-4-3,Raphael Claus,Match Report,"",1,15,5,33.3,0.07,0.20,"",0,1,1,100.0,0,1,0,0,2,0,0,11,16,1,21,13,12,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2020-11-17,19:30,WCQ,WCQ — CONMEBOL (M),Tue,Away,W,2,0,pe Peru,47,"",Lionel Messi,4-4-1-1,Wilmar Roldán,Match Report,"",2,13,3,23.1,0.15,0.67,"",0,1,1,100.0,1,0,0,0,3,0,0,14,16,1,13,15,9,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2021-06-03,21:00,WCQ,WCQ — CONMEBOL (M),Thu,Home,D,1,1,cl Chile,54,"",Lionel Messi,4-2-2-2,Jesús Valenzuela,Match Report,"",1,16,7,43.8,0.00,0.00,"",1,1,0,0.0,0,0,0,0,2,0,0,17,14,1,10,12,11,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2021-06-08,18:00,WCQ,WCQ — CONMEBOL (M),Tue,Away,D,2,2,co Colombia,52,"",Lionel Messi,4-3-3,Roberto Tobar,Match Report,"",2,15,8,53.3,0.13,0.25,"",0,4,3,75.0,0,1,0,0,4,0,0,18,24,0,14,5,9,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2021-09-02,20:00,WCQ,WCQ — CONMEBOL (M),Thu,Away,W,3,1,ve Venezuela,73,"",Lionel Messi,4-4-2,Leodán González,Match Report,"",3,17,10,58.8,0.18,0.30,"",0,2,2,100.0,0,1,0,0,0,0,0,7,11,1,16,11,11,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2021-09-05,16:00,WCQ,WCQ — CONMEBOL (M),Sun,Away,"",0,0,br Brazil,50,"",Lionel Messi,4-4-1-1,Jesús Valenzuela,Match Report,Match Cancelled,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2021-09-09,20:30,WCQ,WCQ — CONMEBOL (M),Thu,Home,W,3,0,bo Bolivia,71,"",Lionel Messi,4-4-2,Kevin Ortega,Match Report,"",3,24,7,29.2,0.13,0.43,"",0,3,3,100.0,1,0,0,0,0,0,0,10,10,4,16,6,15,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2021-10-07,20:00,WCQ,WCQ — CONMEBOL (M),Thu,Away,D,0,0,py Paraguay,70,"",Lionel Messi,4-2-3-1,Anderson Daronco,Match Report,"",0,14,8,57.1,0.00,0.00,"",0,3,3,100.0,1,0,0,0,0,0,0,9,19,2,19,11,7,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2021-10-10,20:30,WCQ,WCQ — CONMEBOL (M),Sun,Home,W,3,0,uy Uruguay,62,"",Lionel Messi,4-2-3-1,Roberto Tobar,Match Report,"",3,23,10,43.5,0.13,0.30,"",0,6,6,100.0,1,0,0,0,0,0,0,10,5,2,17,6,8,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2021-10-14,20:30,WCQ,WCQ — CONMEBOL (M),Thu,Home,W,1,0,pe Peru,68,"",Lionel Messi,4-3-3,Wilton Pereira Sampaio,Match Report,"",1,7,2,28.6,0.14,0.50,"",0,3,3,100.0,1,0,0,1,0,0,0,12,19,4,15,13,9,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2021-11-12,20:00,WCQ,WCQ — CONMEBOL (M),Fri,Away,W,1,0,uy Uruguay,64,"",Ángel Di María,4-2-3-1,Alexis Herrera,Match Report,"",1,7,3,42.9,0.14,0.33,"",0,4,4,100.0,1,0,0,0,1,0,0,14,17,1,4,10,14,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2021-11-16,20:30,WCQ,WCQ — CONMEBOL (M),Tue,Home,D,0,0,br Brazil,56,"",Lionel Messi,4-3-3,Andrés Cunha,Match Report,"",0,9,3,33.3,0.00,0.00,"",0,2,2,100.0,1,0,0,0,4,0,0,21,20,1,14,13,13,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2022-01-27,21:15,WCQ,WCQ — CONMEBOL (M),Thu,Away,W,2,1,cl Chile,40,"",Ángel Di María,4-3-3,Anderson Daronco,Match Report,"",2,7,5,71.4,0.29,0.40,"",0,4,3,75.0,0,0,0,0,4,0,0,16,20,3,3,17,9,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2022-02-01,20:30,WCQ,WCQ — CONMEBOL (M),Tue,Home,W,1,0,co Colombia,56,"",Ángel Di María,4-3-3,Raphael Claus,Match Report,"",1,16,5,31.3,0.06,0.20,"",0,1,1,100.0,1,0,0,0,2,0,0,12,17,1,17,12,7,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2022-03-25,20:30,WCQ,WCQ — CONMEBOL (M),Fri,Home,W,3,0,ve Venezuela,73,"",Lionel Messi,4-2-3-1,Kevin Ortega,Match Report,"",3,16,6,37.5,0.19,0.50,"",0,1,1,100.0,1,0,0,0,0,0,0,15,20,2,9,8,7,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2022-03-29,18:30,WCQ,WCQ — CONMEBOL (M),Tue,Away,D,1,1,ec Ecuador,53,"",Lionel Messi,4-3-3,Raphael Claus,Match Report,"",1,6,2,33.3,0.17,0.50,"",0,1,1,0.0,0,0,1,0,3,0,0,8,19,0,6,9,16,"","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2022-06-05,20:00,Friendlies (M),Friendlies (M),Sun,Neutral,W,5,0,ee Estonia,,"18,332",Lionel Messi,4-3-1-2,Urs Schnyder,Match Report,"",5,"","","","","","",1,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2022-09-23,20:00,Friendlies (M),Friendlies (M),Fri,Home,W,3,0,hn Honduras,,"64,420",Lionel Messi,4-1-4-1,Rubiel Vázquez,Match Report,"",3,"","","","","","",1,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2022-09-27,20:00,Friendlies (M),Friendlies (M),Tue,Neutral,W,3,0,jm Jamaica,,"",Ángel Di María,4-3-3,Marco Ortíz,Match Report,"",3,"","","","","","",0,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2022-11-16,"",Friendlies (M),Friendlies (M),Wed,Away,"",,,ae UAE,,"","","","",Head-to-Head,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2022-11-22,13:00,World Cup,Group stage,Tue,Neutral,"",,,sa Saudi Arabia,,"","","","",Head-to-Head,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2022-11-26,22:00,World Cup,Group stage,Sat,Neutral,"",,,mx Mexico,,"","","","",Head-to-Head,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Argentina,2022-11-30,22:00,World Cup,Group stage,Wed,Neutral,"",,,pl Poland,,"","","","",Head-to-Head,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-02-06,20:30,WCQ,Fourth round,Wed,Home,D,0,0,jm Jamaica,,"43,002",Francisco Javier Rodríguez,"",Mark Geiger,Match Report,,0,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-03-22,15:05,WCQ,Fourth round,Fri,Away,D,2,2,hn Honduras,,"38,500",Francisco Javier Rodríguez,"",Courtney Campbell,Match Report,,2,"","","","","","",0,"","","",0,0,1,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-03-26,20:30,WCQ,Fourth round,Tue,Home,D,0,0,us United States,,"85,500",Guillermo Ochoa,"",Walter López,Match Report,,0,"","","","","","",0,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-06-04,20:30,WCQ,Fourth round,Tue,Away,W,1,0,jm Jamaica,,"16,483",Francisco Javier Rodríguez,"",Joel Aguilar,Match Report,,1,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-06-07,21:00,WCQ,Fourth round,Fri,Away,D,0,0,pa Panama,,"27,100",Francisco Javier Rodríguez,"",Walter Quesada,Match Report,,0,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-06-11,19:00,WCQ,Fourth round,Tue,Home,D,0,0,cr Costa Rica,,"65,753",Francisco Javier Rodríguez,"",Mark Geiger,Match Report,,0,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-06-16,16:00,FIFA Confederations Cup,Group stage,Sun,Home,L,1,2,it Italy,,"73,123",Francisco Javier Rodríguez,4-2-3-1,Enrique Osses,Match Report,,1,"","","","","","",1,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-06-19,16:00,FIFA Confederations Cup,Group stage,Wed,Away,L,0,2,br Brazil,,"50,791",Francisco Javier Rodríguez,4-4-1-1,Howard Webb,Match Report,,0,"","","","","","",0,"","","",0,0,0,0,3,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-06-22,16:00,FIFA Confederations Cup,Group stage,Sat,Away,W,2,1,jp Japan,,"52,690",Gerardo Torrado,4-2-2-2,Felix Brych,Match Report,,2,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-09-06,20:30,WCQ,Fourth round,Fri,Home,L,1,2,hn Honduras,,"73,981",José Corona,"",Roberto Moreno,Match Report,,1,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-09-10,20:00,WCQ,Fourth round,Tue,Away,L,0,2,us United States,,"23,881",José Corona,"",Courtney Campbell,Match Report,,0,"","","","","","",0,"","","",0,0,0,1,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-10-11,20:30,WCQ,Fourth round,Fri,Home,W,2,1,pa Panama,,"90,758",Rafael Márquez,"",Joel Aguilar,Match Report,,2,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-10-15,19:30,WCQ,Fourth round,Tue,Away,L,1,2,cr Costa Rica,,"35,000",Rafael Márquez,"",Walter López,Match Report,,1,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,"","",Friendlies (M),Friendlies (M),"",Neutral,L,0,1,ba Bosnia & Herz'na,,"","","","",Match Report,,"","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,"","",Friendlies (M),Friendlies (M),"",Neutral,L,0,1,pt Portugal,,"","","","",Match Report,,"","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2012-06-08,19:00,WCQ,Third round,Fri,Home,W,3,1,gy Guyana,,"80,401",Francisco Javier Rodríguez,"",Javier Santos,Match Report,,2,"","","","","","",0,"","","",0,0,0,0,0,0,0,"","","","","","","","",1,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2012-06-12,19:30,WCQ,Third round,Tue,Away,W,2,1,sv El Salvador,,"29,712",Francisco Javier Rodríguez,"",José Pineda,Match Report,,2,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2012-09-07,20:00,WCQ,Third round,Fri,Away,W,2,0,cr Costa Rica,,"32,500",Francisco Javier Rodríguez,"",Roberto Moreno,Match Report,,2,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2012-09-11,20:00,WCQ,Third round,Tue,Home,W,1,0,cr Costa Rica,,"44,007",Francisco Javier Rodríguez,"",Courtney Campbell,Match Report,,1,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2012-10-12,20:00,WCQ,Third round,Fri,Away,W,5,0,gy Guyana,,"12,115",Francisco Javier Rodríguez,"",Walter López,Match Report,,4,"","","","","","",0,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2012-10-16,20:00,WCQ,Third round,Tue,Home,W,2,0,sv El Salvador,,"26,333",Francisco Javier Rodríguez,"",Jafeth Perea,Match Report,,2,"","","","","","",0,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-02-06,20:30,WCQ,Fourth round,Wed,Home,D,0,0,jm Jamaica,,"43,002",Francisco Javier Rodríguez,"",Mark Geiger,Match Report,,0,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-03-22,15:05,WCQ,Fourth round,Fri,Away,D,2,2,hn Honduras,,"38,500",Francisco Javier Rodríguez,"",Courtney Campbell,Match Report,,2,"","","","","","",0,"","","",0,0,1,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-03-26,20:30,WCQ,Fourth round,Tue,Home,D,0,0,us United States,,"85,500",Guillermo Ochoa,"",Walter López,Match Report,,0,"","","","","","",0,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-06-04,20:30,WCQ,Fourth round,Tue,Away,W,1,0,jm Jamaica,,"16,483",Francisco Javier Rodríguez,"",Joel Aguilar,Match Report,,1,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-06-07,21:00,WCQ,Fourth round,Fri,Away,D,0,0,pa Panama,,"27,100",Francisco Javier Rodríguez,"",Walter Quesada,Match Report,,0,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-06-11,19:00,WCQ,Fourth round,Tue,Home,D,0,0,cr Costa Rica,,"65,753",Francisco Javier Rodríguez,"",Mark Geiger,Match Report,,0,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-09-06,20:30,WCQ,Fourth round,Fri,Home,L,1,2,hn Honduras,,"73,981",José Corona,"",Roberto Moreno,Match Report,,1,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-09-10,20:00,WCQ,Fourth round,Tue,Away,L,0,2,us United States,,"23,881",José Corona,"",Courtney Campbell,Match Report,,0,"","","","","","",0,"","","",0,0,0,1,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-10-11,20:30,WCQ,Fourth round,Fri,Home,W,2,1,pa Panama,,"90,758",Rafael Márquez,"",Joel Aguilar,Match Report,,2,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2013-10-15,19:30,WCQ,Fourth round,Tue,Away,L,1,2,cr Costa Rica,,"35,000",Rafael Márquez,"",Walter López,Match Report,,1,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2014-01-29,20:00,Friendlies (M),Friendlies (M),Wed,Neutral,W,4,0,kr Korea Republic,,"54,313","","",Héctor Rodríguez,Match Report,,4,"","","","","","",0,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2014-03-05,20:30,Friendlies (M),Friendlies (M),Wed,Neutral,D,0,0,ng Nigeria,,"68,212",Rafael Márquez,5-2-1-2,Walter Quesada,Match Report,,0,"","","","","","",0,"","","",1,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2014-04-02,20:00,Friendlies (M),Friendlies (M),Wed,Away,D,2,2,us United States,,"59,066",Rafael Márquez,5-2-1-2,Roberto Moreno,Match Report,,2,"","","","","","",0,"","","",0,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2014-05-28,20:30,Friendlies (M),Friendlies (M),Wed,Home,W,3,0,il Israel,,"","","","",Match Report,,"","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2014-05-31,14:00,Friendlies (M),Friendlies (M),Sat,Home,W,3,1,ec Ecuador,,"","","","",Match Report,,"","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2014-06-13,13:00,FIFA World Cup,Group stage,Fri,Neutral,W,1,0,cm Cameroon,62,"39,216","","",Wilmar Roldán,Match Report,,1,"","","","","","",0,4,"",100.0,1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2014-06-17,16:00,FIFA World Cup,Group stage,Tue,Neutral,D,0,0,br Brazil,47,"60,342","","",Cüneyt Çakιr,Match Report,,0,"","","","","","",0,8,"",100.0,1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2014-06-23,17:00,FIFA World Cup,Group stage,Mon,Neutral,W,3,1,hr Croatia,45,"41,212","","",Ravshan Irmatov,Match Report,,3,"","","","","","",0,5,"",80.0,0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2014-06-29,13:00,FIFA World Cup,Round of 16,Sun,Neutral,L,1,2,nl Netherlands,45,"58,817","","",Pedro Proença,Match Report,,1,"","","","","","",0,8,"",87.5,0,1,0,0,3,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2014-09-06,22:00,Friendlies (M),Friendlies (M),Sat,Away,D,0,0,cl Chile,,"67,175","","","",Match Report,,0,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2014-09-09,22:00,Friendlies (M),Friendlies (M),Tue,Away,W,1,0,bo Bolivia,,"","","","",Match Report,,"","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2014-10-09,20:00,Friendlies (M),Friendlies (M),Thu,Home,W,2,0,hn Honduras,,"","","","",Match Report,,"","","","","","","","","","","","","","","","","","","","","","","","","","","",,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2014-10-12,16:00,Friendlies (M),Friendlies (M),Sun,Home,W,1,0,pa Panama,,"30,000",Javier Hernández,5-3-2,Joel Aguilar,Match Report,,1,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2014-11-12,20:30,Friendlies (M),Friendlies (M),Wed,Away,W,3,2,nl Netherlands,,"40,500","",5-2-1-2,Szymon Marciniak,Match Report,,3,"","","","","","",0,"","","",0,0,0,0,3,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2014-11-18,20:00,Friendlies (M),Friendlies (M),Tue,Away,L,2,3,by Belarus,,"6,700","",3-1-2-1-2-1,Sergey Ivanov,Match Report,,2,"","","","","","",0,"","","",0,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2015-03-28,18:30,Friendlies (M),Friendlies (M),Sat,Home,W,1,0,ec Ecuador,,"90,000","","",Christopher Reid,Match Report,"",1,"","","","","","",0,"","","",1,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2015-03-31,20:00,Friendlies (M),Friendlies (M),Tue,Home,W,1,0,py Paraguay,,"38,114","","",Walter López,Match Report,"",1,"","","","","","",0,"","","",1,0,0,0,2,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2015-04-15,20:00,Friendlies (M),Friendlies (M),Wed,Away,L,0,2,us United States,,"64,369",Luis Montes,"",Ricardo Montero,Match Report,"",0,"","","","","","",0,"","","",0,0,0,0,0,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2015-05-30,17:00,Friendlies (M),Friendlies (M),Sat,Home,W,3,0,gt Guatemala,,"","","",Baldomero Toledo,Match Report,"",3,"","","","","","",0,"","","",2,0,0,0,1,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2015-06-03,20:00,Friendlies (M),Friendlies (M),Wed,Away,D,1,1,pe Peru,,"20,000","","",Omar Ponce,Match Report,"",1,"","","","","","",0,"","","",0,0,0,0,3,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,2015-06-07,17:00,Friendlies (M),Friendlies (M),Sun,Away,L,0,2,br Brazil,,"34,659",Rafael Márquez,5-4-1,Julio Quintana,Match Report,"",0,"","","","","","",0,"","","",0,0,0,0,3,0,0,"","","","","","","","",0,,,,,,,,,,,,,,,,,,,,,,,,,
